"","game_seconds_remaining","ydstogo","posteam_score","first_down","runningRush","runningPass","yardline_100","play_type"
"3938",3469,1,0,1,15,26,36,"run"
"3939",3254,11,0,0,14,45,11,"pass"
"3940",3017,15,0,0,3,37,42,"pass"
"3941",2921,8,3,1,12,58,81,"pass"
"3942",2791,18,3,0,14,64,80,"pass"
"3943",2701,8,0,0,5,37,91,"pass"
"3944",2604,12,3,0,18,74,43,"pass"
"3945",2486,6,0,0,5,41,55,"pass"
"3946",2375,12,3,0,26,82,78,"pass"
"3947",2185,1,0,1,12,76,59,"pass"
"3948",2093,6,3,0,30,82,71,"pass"
"3949",1927,1,7,1,22,133,47,"run"
"3950",1846,5,7,0,27,133,41,"pass"
"3951",1733,3,7,1,30,143,68,"pass"
"3952",1637,10,7,1,41,186,51,"pass"
"3953",1548,7,7,0,42,186,7,"pass"
"3954",1492,4,3,1,38,97,69,"pass"
"3955",1364,11,3,0,36,93,55,"pass"
"3956",1273,5,10,1,47,213,75,"pass"
"3957",1073,3,10,1,50,258,22,"pass"
"3958",958,2,3,1,44,113,40,"pass"
"3959",872,4,3,1,45,133,21,"pass"
"3960",783,9,3,0,42,133,9,"pass"
"3961",626,6,17,1,63,273,56,"run"
"3962",429,9,17,0,73,278,17,"pass"
"3963",307,11,20,0,77,278,43,"pass"
"3964",266,10,6,0,42,185,39,"pass"
"3965",165,9,20,0,78,278,53,"run"
"3966",82,2,6,1,42,199,72,"pass"
"3967",55,10,6,0,42,199,66,"pass"
"3968",3433,6,0,1,4,30,61,"pass"
"3969",3295,10,0,0,4,45,30,"pass"
"3970",3081,13,6,0,2,80,61,"pass"
"3971",2973,1,3,1,11,50,76,"pass"
"3972",2855,4,3,0,17,50,67,"pass"
"3973",2766,4,6,1,8,87,66,"pass"
"3974",2652,2,6,1,8,112,51,"pass"
"3975",2535,7,6,0,8,115,31,"pass"
"3976",2360,4,3,0,18,100,24,"pass"
"3977",2310,4,9,0,8,121,70,"pass"
"3978",2200,5,6,0,23,100,59,"pass"
"3979",2103,3,9,0,10,126,74,"pass"
"3980",2047,4,6,1,42,100,63,"run"
"3981",1915,4,6,0,61,121,13,"pass"
"3982",1869,3,9,0,10,133,68,"pass"
"3983",1726,4,9,0,79,152,69,"pass"
"3984",1586,10,9,0,11,181,21,"pass"
"3985",1343,7,16,0,78,241,49,"pass"
"3986",1260,1,12,1,33,190,71,"run"
"3987",1128,3,12,1,33,203,62,"pass"
"3988",1038,16,12,0,33,203,62,"pass"
"3989",856,6,16,0,95,269,41,"pass"
"3990",743,7,16,0,105,269,26,"pass"
"3991",576,3,12,1,67,207,39,"pass"
"3992",316,3,19,0,117,298,37,"pass"
"3993",142,2,19,1,68,260,63,"pass"
"3994",108,10,19,0,68,269,52,"pass"
"3995",62,10,19,1,68,312,35,"pass"
"3996",33,4,26,1,120,342,69,"pass"
"3997",3461,5,0,1,5,6,70,"pass"
"3998",3414,10,0,1,5,28,64,"pass"
"3999",3293,6,0,0,28,32,19,"pass"
"4000",3184,4,7,0,13,63,79,"pass"
"4001",3054,6,0,1,32,89,20,"pass"
"4002",2831,11,7,0,64,68,34,"pass"
"4003",2712,2,7,1,34,109,67,"pass"
"4004",2263,1,14,1,76,194,19,"pass"
"4005",2092,5,10,1,69,74,75,"pass"
"4006",1981,10,10,0,63,80,69,"pass"
"4007",1881,1,14,1,84,200,65,"pass"
"4008",1723,1,21,1,110,263,66,"run"
"4009",1615,17,21,1,110,283,52,"pass"
"4010",1499,11,21,0,107,290,35,"pass"
"4011",1192,6,10,1,88,118,24,"run"
"4012",1121,10,10,0,96,118,10,"run"
"4013",1000,18,21,0,107,292,83,"pass"
"4014",815,13,16,0,115,145,33,"run"
"4015",698,1,21,0,109,299,69,"run"
"4016",485,15,16,0,120,158,56,"pass"
"4017",380,3,21,1,112,338,48,"pass"
"4018",258,12,16,1,123,171,83,"pass"
"4019",40,8,16,0,123,214,27,"pass"
"4020",3152,5,0,1,8,17,59,"pass"
"4021",2908,5,7,0,48,47,46,"pass"
"4022",2784,16,7,0,42,52,44,"pass"
"4023",2732,10,0,1,13,28,80,"pass"
"4024",2525,3,0,1,34,28,27,"run"
"4025",2413,5,0,1,39,34,8,"pass"
"4026",2283,5,7,1,45,61,70,"pass"
"4027",2147,2,7,0,48,91,33,"run"
"4028",2014,12,7,1,51,103,29,"pass"
"4029",1915,6,7,0,55,103,13,"pass"
"4030",1844,1,7,1,41,78,43,"pass"
"4031",1816,7,7,1,43,107,7,"pass"
"4032",1728,2,14,0,71,107,47,"pass"
"4033",1343,11,10,0,89,123,40,"run"
"4034",1053,6,14,0,83,116,54,"pass"
"4035",1004,5,20,1,112,162,38,"run"
"4036",900,1,20,0,114,169,23,"run"
"4037",798,13,14,0,83,121,78,"pass"
"4038",534,1,23,1,144,169,59,"run"
"4039",408,14,23,1,177,169,60,"run"
"4040",301,7,23,0,182,169,23,"run"
"4041",234,2,14,1,87,141,67,"pass"
"4042",171,9,26,0,183,169,74,"pass"
"4043",38,2,21,1,115,236,7,"run"
"4044",3414,4,0,1,15,47,21,"run"
"4045",3160,6,0,0,18,11,31,"pass"
"4046",3088,9,7,0,15,56,74,"pass"
"4047",2994,10,3,0,18,11,62,"pass"
"4048",2878,4,7,0,17,60,63,"pass"
"4049",2725,17,3,0,32,27,41,"pass"
"4050",2606,8,7,0,20,60,47,"pass"
"4051",2547,4,3,1,38,48,76,"pass"
"4052",2313,4,3,1,47,79,33,"pass"
"4053",2072,5,7,1,27,97,70,"pass"
"4054",1949,6,7,1,27,140,37,"pass"
"4055",1903,3,10,0,53,120,48,"pass"
"4056",1828,7,14,1,30,186,10,"pass"
"4057",1502,5,10,0,79,134,8,"pass"
"4058",1189,12,21,0,82,207,15,"run"
"4059",1045,17,13,0,84,134,82,"pass"
"4060",943,4,24,0,103,213,29,"pass"
"4061",857,8,13,0,84,136,73,"pass"
"4062",785,2,27,1,116,213,57,"run"
"4063",645,6,27,0,131,213,48,"pass"
"4064",559,5,13,0,87,138,75,"pass"
"4065",337,2,27,1,150,264,8,"run"
"4066",216,18,13,0,104,138,83,"run"
"4067",3564,3,0,0,0,7,68,"pass"
"4068",3437,3,0,1,7,5,80,"pass"
"4069",3337,3,0,1,27,19,55,"pass"
"4070",3245,6,0,0,27,23,37,"pass"
"4071",3083,1,0,1,25,19,49,"run"
"4072",2975,4,0,1,47,25,40,"run"
"4073",2797,7,0,0,50,23,52,"pass"
"4074",2733,5,7,1,47,53,75,"pass"
"4075",2531,19,7,1,44,84,32,"pass"
"4076",2469,9,7,0,45,84,11,"pass"
"4077",2432,17,0,0,48,28,82,"pass"
"4078",2226,10,10,0,50,92,70,"pass"
"4079",2054,6,0,1,75,48,47,"pass"
"4080",1938,14,0,0,85,48,17,"pass"
"4081",1879,10,10,1,53,111,41,"run"
"4082",1847,16,10,1,47,121,29,"pass"
"4083",1829,5,10,1,51,126,5,"pass"
"4084",1752,13,3,0,85,60,78,"pass"
"4085",1570,8,17,0,54,140,63,"pass"
"4086",1406,7,3,0,96,68,56,"pass"
"4087",1266,3,3,0,103,84,28,"pass"
"4088",1174,10,3,0,103,96,25,"pass"
"4089",1024,1,3,1,110,105,4,"pass"
"4090",911,5,17,1,56,177,60,"pass"
"4091",794,8,10,1,110,121,73,"pass"
"4092",689,24,10,0,110,121,73,"pass"
"4093",604,1,30,1,96,185,18,"run"
"4094",483,10,30,0,98,189,15,"pass"
"4095",357,15,10,0,110,123,77,"pass"
"4096",163,9,33,1,110,204,61,"pass"
"4097",39,12,33,0,107,204,53,"qb_kneel"
"4098",3412,1,0,0,-1,43,49,"run"
"4099",3286,4,0,0,0,6,43,"pass"
"4100",3191,7,0,0,2,42,54,"pass"
"4101",3102,4,0,1,6,16,80,"pass"
"4102",2920,1,0,1,55,25,49,"run"
"4103",2789,5,0,0,56,29,7,"pass"
"4104",2702,8,0,1,17,64,52,"pass"
"4105",2615,5,3,1,67,41,70,"pass"
"4106",2545,3,3,1,74,92,51,"pass"
"4107",2340,1,7,1,70,93,26,"run"
"4108",2292,15,7,0,70,93,28,"run"
"4109",2165,5,10,0,79,92,53,"pass"
"4110",2029,12,7,1,75,120,71,"pass"
"4111",1934,2,7,1,80,126,46,"run"
"4112",1815,8,7,0,84,155,10,"pass"
"4113",1649,7,10,1,123,118,35,"run"
"4114",1551,7,10,0,126,115,7,"pass"
"4115",1459,10,10,1,79,170,75,"pass"
"4116",1339,1,10,1,88,174,56,"pass"
"4117",1191,6,10,0,84,192,38,"pass"
"4118",1091,5,13,0,123,127,85,"pass"
"4119",727,4,16,1,94,263,88,"pass"
"4120",674,10,16,0,94,263,83,"pass"
"4121",623,8,13,1,124,212,61,"pass"
"4122",329,9,13,1,150,250,10,"pass"
"4123",146,10,20,0,150,250,75,"pass"
"4124",98,6,23,0,103,322,55,"run"
"4125",30,6,20,0,150,260,70,"pass"
"4126",3444,16,0,0,0,21,64,"pass"
"4127",3364,4,0,0,8,5,80,"run"
"4128",3277,7,0,1,3,33,27,"pass"
"4129",3149,14,0,0,3,42,19,"pass"
"4130",2653,7,7,1,30,87,62,"pass"
"4131",2404,10,7,0,38,111,12,"pass"
"4132",2263,7,10,0,20,103,90,"pass"
"4133",1953,10,7,1,45,165,11,"pass"
"4134",1882,4,10,0,27,103,69,"run"
"4135",1813,7,10,0,30,103,29,"pass"
"4136",1714,1,13,0,29,112,59,"run"
"4137",1413,7,14,0,60,248,31,"pass"
"4138",1323,2,14,1,68,267,45,"pass"
"4139",1235,7,14,0,71,267,23,"pass"
"4140",1147,1,13,0,30,120,66,"pass"
"4141",935,1,17,0,77,313,33,"pass"
"4142",856,1,13,1,38,123,66,"run"
"4143",770,3,13,0,38,130,57,"pass"
"4144",673,9,20,0,78,318,89,"pass"
"4145",559,16,13,0,32,155,44,"pass"
"4146",437,15,20,0,83,325,74,"pass"
"4147",196,6,13,0,36,217,24,"pass"
"4148",130,4,20,0,100,325,45,"pass"
"4149",107,4,13,1,36,228,87,"pass"
"4150",42,6,13,1,36,271,59,"pass"
"4151",3518,1,0,0,4,5,66,"run"
"4152",3371,15,0,0,2,22,20,"pass"
"4153",3117,8,0,0,25,22,47,"pass"
"4154",3018,2,3,0,7,25,72,"pass"
"4155",2802,1,0,1,63,37,27,"run"
"4156",2700,1,0,1,72,40,3,"pass"
"4157",2614,3,3,0,9,30,68,"pass"
"4158",2451,2,7,1,82,91,39,"pass"
"4159",2333,5,7,0,80,98,5,"pass"
"4160",2091,7,3,0,16,86,17,"pass"
"4161",1968,9,10,1,82,115,74,"pass"
"4162",1883,1,10,0,85,126,48,"pass"
"4163",1811,5,6,0,16,132,34,"pass"
"4164",1696,20,9,0,15,141,85,"pass"
"4165",1381,8,10,1,120,146,10,"run"
"4166",1299,3,9,0,21,142,68,"pass"
"4167",1118,2,17,1,133,179,38,"pass"
"4168",912,1,9,1,39,169,23,"run"
"4169",801,5,9,0,39,178,16,"pass"
"4170",644,10,12,0,40,191,10,"pass"
"4171",570,4,17,0,139,179,69,"pass"
"4172",433,20,17,0,171,197,48,"pass"
"4173",205,10,17,0,173,212,12,"pass"
"4174",187,10,15,0,47,191,75,"run"
"4175",75,4,15,1,47,244,22,"pass"
"4176",54,1,20,0,173,221,66,"pass"
"4177",28,10,20,0,175,221,64,"pass"
"4178",3545,10,0,1,-3,24,75,"pass"
"4179",3450,10,0,0,-3,32,54,"pass"
"4180",3348,3,0,1,11,4,73,"run"
"4181",3246,11,0,0,-4,38,88,"pass"
"4182",3125,13,0,1,-4,62,48,"pass"
"4183",2840,5,0,0,26,75,5,"pass"
"4184",2747,13,7,0,-6,86,78,"pass"
"4185",2665,2,3,0,29,80,66,"run"
"4186",2463,2,7,0,-4,125,34,"run"
"4187",2369,8,3,0,31,80,63,"pass"
"4188",2281,8,7,1,-2,136,60,"pass"
"4189",2166,1,7,1,0,183,40,"pass"
"4190",1907,3,3,1,65,114,18,"pass"
"4191",1883,12,14,0,0,189,77,"pass"
"4192",1835,20,9,0,72,115,69,"pass"
"4193",1743,17,14,0,0,189,41,"pass"
"4194",1636,3,9,1,98,116,85,"run"
"4195",1287,12,9,0,108,142,31,"pass"
"4196",1160,22,14,0,0,215,66,"pass"
"4197",990,2,12,1,142,150,51,"run"
"4198",817,5,14,1,37,246,5,"pass"
"4199",682,10,12,0,151,157,62,"pass"
"4200",453,11,21,0,83,246,19,"run"
"4201",295,20,12,0,151,182,70,"pass"
"4202",188,1,12,0,151,212,30,"pass"
"4203",126,9,24,0,91,246,74,"run"
"4204",46,2,19,1,151,256,48,"pass"
"4205",3555,7,0,0,3,0,18,"pass"
"4206",3437,20,0,0,2,0,68,"pass"
"4207",3355,6,3,1,3,13,66,"pass"
"4208",3287,5,3,1,10,18,52,"run"
"4209",3068,8,3,0,30,31,12,"pass"
"4210",2888,19,0,0,9,14,61,"run"
"4211",2530,13,6,0,28,108,26,"pass"
"4212",2441,10,0,0,9,14,75,"pass"
"4213",2256,2,9,1,53,108,44,"run"
"4214",2177,7,9,0,56,108,38,"pass"
"4215",1938,9,0,0,17,32,83,"run"
"4216",1884,6,0,0,25,50,54,"run"
"4217",1807,1,16,1,71,128,55,"run"
"4218",1580,12,16,0,67,164,39,"pass"
"4219",1387,3,6,0,34,85,59,"run"
"4220",1142,6,6,0,37,99,58,"pass"
"4221",1048,8,29,0,74,273,73,"pass"
"4222",917,5,6,0,51,108,47,"pass"
"4223",671,18,29,0,93,275,56,"run"
"4224",630,10,6,0,52,113,76,"pass"
"4225",489,2,29,1,108,275,46,"run"
"4226",359,2,29,0,115,275,31,"run"
"4227",220,3,6,0,63,120,61,"pass"
"4228",161,5,6,0,63,132,49,"pass"
"4229",3553,19,0,0,0,4,84,"pass"
"4230",3426,6,0,0,4,0,53,"pass"
"4231",3208,7,0,1,39,16,36,"pass"
"4232",3040,3,0,1,46,33,3,"pass"
"4233",2662,9,7,0,49,33,74,"run"
"4234",2432,4,7,1,55,46,64,"pass"
"4235",2077,14,7,0,58,42,74,"pass"
"4236",1982,2,7,1,100,53,37,"run"
"4237",1909,3,7,1,121,57,4,"pass"
"4238",1858,15,7,0,58,46,80,"pass"
"4239",1834,15,14,1,121,74,51,"pass"
"4240",1724,7,7,0,59,46,72,"run"
"4241",1537,3,17,0,153,78,57,"pass"
"4242",1488,1,7,0,56,55,66,"run"
"4243",1335,7,17,0,153,86,68,"pass"
"4244",1284,1,7,1,58,64,52,"run"
"4245",1149,5,7,1,103,69,10,"run"
"4246",947,3,17,1,162,116,32,"run"
"4247",877,6,17,0,162,125,21,"pass"
"4248",748,10,14,0,108,69,90,"run"
"4249",652,9,17,1,165,146,62,"pass"
"4250",547,4,17,0,165,152,39,"pass"
"4251",453,5,14,1,108,107,55,"pass"
"4252",346,12,17,0,168,152,77,"pass"
"4253",188,23,21,0,117,150,58,"pass"
"4254",141,2,17,0,168,160,83,"pass"
"4255",102,10,17,0,168,177,51,"pass"
"4256",33,12,21,0,114,150,36,"qb_kneel"
"4257",3526,3,0,1,13,0,68,"run"
"4258",3386,10,0,0,13,18,47,"pass"
"4259",3241,18,0,0,0,6,99,"pass"
"4260",2978,1,0,1,34,41,1,"run"
"4261",2818,11,0,0,4,20,65,"pass"
"4262",2735,9,7,0,35,49,89,"pass"
"4263",2648,1,0,1,16,20,75,"run"
"4264",2480,5,0,0,32,34,47,"pass"
"4265",2381,4,7,0,38,53,83,"run"
"4266",2169,2,0,0,50,34,49,"pass"
"4267",1920,4,7,1,59,65,50,"run"
"4268",1839,3,7,1,65,88,25,"pass"
"4269",1813,6,7,0,65,98,6,"pass"
"4270",1709,10,10,0,74,98,75,"run"
"4271",1495,8,10,0,82,106,50,"pass"
"4272",1418,4,7,0,123,42,81,"pass"
"4273",1326,5,10,0,82,111,59,"pass"
"4274",1262,12,7,0,131,53,82,"pass"
"4275",1160,13,7,0,129,53,73,"pass"
"4276",1099,10,10,1,82,113,48,"pass"
"4277",995,15,10,0,80,110,36,"pass"
"4278",959,8,7,0,131,53,75,"pass"
"4279",901,14,10,0,76,110,49,"pass"
"4280",849,13,7,1,128,67,75,"pass"
"4281",733,4,7,1,128,79,55,"pass"
"4282",510,22,7,0,177,79,27,"run"
"4283",389,22,10,0,76,124,87,"pass"
"4284",262,15,10,0,172,93,45,"pass"
"4285",120,7,10,0,92,126,68,"pass"
"4286",92,10,10,0,172,93,70,"pass"
"4287",6,1,10,0,96,165,17,"qb_spike"
"4288",3535,13,0,0,2,8,78,"pass"
"4289",3410,6,0,1,6,7,84,"pass"
"4290",3292,1,0,1,10,15,51,"run"
"4291",3213,5,0,1,15,24,43,"pass"
"4292",2862,2,0,0,5,19,2,"run"
"4293",2613,10,7,1,40,91,75,"pass"
"4294",2496,1,7,0,49,91,34,"pass"
"4295",2349,22,7,0,59,89,38,"run"
"4296",2293,10,0,0,5,19,75,"pass"
"4297",2097,11,10,0,55,150,11,"pass"
"4298",1812,4,0,1,32,67,4,"pass"
"4299",1755,2,13,0,54,158,67,"pass"
"4300",1636,17,7,0,35,67,90,"pass"
"4301",1540,11,13,0,58,168,47,"pass"
"4302",1393,15,13,0,58,182,33,"pass"
"4303",1309,13,7,0,32,82,66,"pass"
"4304",1136,14,16,0,62,197,64,"pass"
"4305",970,16,7,0,46,82,91,"run"
"4306",900,9,16,0,63,197,63,"pass"
"4307",760,3,16,0,66,201,73,"pass"
"4308",411,11,16,0,66,200,76,"pass"
"4309",175,2,14,1,73,187,21,"run"
"4310",102,7,14,0,84,190,7,"pass"
"4311",41,8,16,1,66,236,60,"pass"
"4312",3471,8,0,0,-1,26,55,"pass"
"4313",3381,7,0,0,3,0,60,"pass"
"4314",3168,7,0,1,7,56,49,"pass"
"4315",2852,3,0,1,10,8,78,"pass"
"4316",2665,1,0,1,19,27,41,"pass"
"4317",2461,2,7,1,56,74,44,"run"
"4318",2288,15,7,0,59,101,27,"pass"
"4319",2042,2,0,1,28,52,39,"run"
"4320",1842,3,10,1,57,157,27,"pass"
"4321",1824,3,10,0,57,164,10,"pass"
"4322",1662,3,7,0,56,87,58,"pass"
"4323",1461,11,7,1,56,99,91,"pass"
"4324",1332,10,7,0,56,110,67,"pass"
"4325",1072,1,20,1,80,312,11,"run"
"4326",922,3,7,1,57,120,68,"pass"
"4327",761,7,27,0,85,321,67,"pass"
"4328",542,10,14,1,61,204,45,"pass"
"4329",474,5,14,0,61,209,29,"pass"
"4330",409,4,14,0,61,226,12,"pass"
"4331",311,19,27,0,96,321,97,"run"
"4332",222,6,14,0,61,230,9,"pass"
"4333",150,2,27,0,117,333,48,"run"
"4334",122,2,14,1,66,238,45,"run"
"4335",104,9,14,0,66,246,39,"pass"
"4336",3490,2,0,0,3,0,67,"pass"
"4337",3394,10,0,1,0,14,86,"pass"
"4338",3272,5,0,0,-1,20,67,"pass"
"4339",2883,3,0,1,12,55,3,"pass"
"4340",2776,3,0,1,46,17,67,"run"
"4341",2653,5,0,0,51,17,58,"pass"
"4342",2546,7,0,1,59,27,46,"pass"
"4343",2410,7,0,0,60,29,33,"pass"
"4344",2004,1,7,0,52,65,11,"run"
"4345",1920,7,0,0,60,38,76,"pass"
"4346",1849,2,10,1,61,75,50,"pass"
"4347",1824,2,10,0,61,117,6,"pass"
"4348",1598,4,13,0,76,135,40,"run"
"4349",1362,7,0,0,60,51,79,"pass"
"4350",818,9,27,0,97,239,74,"pass"
"4351",725,7,27,1,97,255,33,"pass"
"4352",585,3,27,0,99,262,13,"run"
"4353",181,7,34,0,119,262,43,"run"
"4354",77,13,34,0,128,262,34,"run"
"4355",3530,5,0,1,5,31,70,"pass"
"4356",3408,1,0,1,16,35,30,"run"
"4357",3252,19,0,0,25,44,21,"pass"
"4358",3027,7,0,0,15,12,48,"pass"
"4359",2940,3,3,1,32,47,82,"pass"
"4360",2838,10,3,0,32,47,79,"pass"
"4361",2573,9,0,1,20,81,26,"pass"
"4362",2388,17,3,0,32,53,87,"pass"
"4363",2260,1,7,1,40,95,53,"run"
"4364",2088,3,7,0,49,111,29,"run"
"4365",1879,15,7,0,58,111,24,"pass"
"4366",1816,6,10,0,58,115,43,"pass"
"4367",1651,2,10,1,86,133,47,"run"
"4368",1562,11,10,0,85,133,30,"pass"
"4369",1509,1,3,0,37,86,66,"pass"
"4370",1382,1,13,0,122,154,41,"pass"
"4371",1288,15,13,0,124,149,44,"pass"
"4372",1111,1,3,0,37,120,51,"pass"
"4373",1037,17,3,1,39,135,56,"pass"
"4374",987,1,3,1,44,144,30,"run"
"4375",870,3,3,1,44,162,18,"pass"
"4376",760,14,3,0,44,158,16,"pass"
"4377",705,5,13,0,129,149,72,"pass"
"4378",516,3,3,1,87,175,3,"pass"
"4379",230,3,13,0,155,177,28,"run"
"4380",120,6,10,0,86,196,46,"pass"
"4381",104,3,13,1,199,177,37,"run"
"4382",61,19,10,0,86,217,63,"pass"
"4383",3536,2,0,0,1,7,67,"run"
"4384",3475,10,0,0,0,0,82,"pass"
"4385",3328,2,0,0,14,15,48,"run"
"4386",3189,1,0,1,21,21,37,"run"
"4387",3110,16,0,0,25,21,40,"pass"
"4388",2873,4,0,0,10,19,50,"run"
"4389",2607,10,0,1,36,52,44,"run"
"4390",2526,10,0,0,36,55,33,"pass"
"4391",2367,9,3,1,36,85,28,"pass"
"4392",2223,6,7,0,64,19,61,"pass"
"4393",2137,7,10,1,42,122,92,"pass"
"4394",2073,8,10,0,44,122,59,"pass"
"4395",1977,10,7,0,64,24,81,"pass"
"4396",1918,5,10,1,44,149,62,"pass"
"4397",1890,16,10,0,48,182,16,"pass"
"4398",1821,6,10,1,67,209,13,"pass"
"4399",1757,14,7,0,69,33,79,"pass"
"4400",1586,4,17,1,67,248,40,"pass"
"4401",1542,10,17,0,67,248,30,"pass"
"4402",1419,2,7,1,113,47,18,"pass"
"4403",1247,4,17,1,80,248,64,"run"
"4404",1008,11,17,1,108,277,16,"run"
"4405",900,4,14,1,136,83,32,"run"
"4406",678,15,21,1,136,127,29,"pass"
"4407",584,14,24,0,106,295,61,"pass"
"4408",442,7,28,0,139,127,65,"pass"
"4409",230,4,24,1,147,301,33,"pass"
"4410",115,4,24,1,153,322,7,"pass"
"4411",30,17,28,0,142,168,41,"pass"
"4412",561,9,31,1,153,335,74,"pass"
"4413",486,9,31,1,169,335,60,"run"
"4414",360,6,31,0,173,339,22,"pass"
"4415",209,3,31,1,157,200,39,"pass"
"4416",3507,9,0,0,1,19,60,"pass"
"4417",3373,1,0,0,1,22,49,"run"
"4418",3129,12,0,0,10,37,81,"pass"
"4419",2957,3,0,1,13,56,60,"pass"
"4420",2564,10,0,1,17,36,55,"run"
"4421",2456,5,0,0,24,36,39,"run"
"4422",2339,18,0,0,24,51,32,"pass"
"4423",2234,14,7,0,14,96,72,"pass"
"4424",2113,2,3,1,35,51,88,"run"
"4425",2063,10,3,1,35,66,85,"pass"
"4426",1918,4,3,0,35,72,74,"pass"
"4427",1865,4,14,0,30,101,61,"pass"
"4428",1838,2,3,0,35,80,82,"pass"
"4429",1814,1,14,1,30,128,53,"pass"
"4430",1628,4,3,1,40,89,54,"run"
"4431",1431,1,3,0,44,114,4,"run"
"4432",1235,8,17,0,46,134,62,"pass"
"4433",1086,10,10,1,55,139,74,"pass"
"4434",970,10,10,0,70,139,49,"pass"
"4435",850,4,17,0,52,153,55,"pass"
"4436",705,16,10,0,90,139,74,"pass"
"4437",613,5,17,0,57,175,47,"pass"
"4438",530,4,10,1,96,163,85,"pass"
"4439",369,14,10,0,96,182,52,"pass"
"4440",191,10,17,0,83,185,54,"pass"
"4441",141,15,10,0,96,194,85,"pass"
"4442",36,12,17,0,80,185,26,"qb_kneel"
"4443",3508,1,0,1,8,6,68,"pass"
"4444",3390,5,0,1,13,11,58,"pass"
"4445",3263,2,0,1,13,25,45,"pass"
"4446",3098,13,0,0,15,37,29,"pass"
"4447",3006,9,0,0,1,0,61,"pass"
"4448",2765,21,0,0,29,76,49,"pass"
"4449",2658,4,0,0,35,101,8,"pass"
"4450",2446,14,3,0,35,102,56,"pass"
"4451",2254,4,0,0,19,9,51,"pass"
"4452",2122,9,3,0,36,113,53,"pass"
"4453",2021,6,0,0,19,13,65,"pass"
"4454",1931,10,3,0,40,135,60,"run"
"4455",1819,24,0,0,20,64,27,"pass"
"4456",1676,11,3,0,41,75,55,"pass"
"4457",1573,3,3,1,51,135,48,"run"
"4458",1490,5,3,1,66,135,39,"run"
"4459",1369,2,3,0,68,141,21,"pass"
"4460",1109,6,3,0,60,88,47,"pass"
"4461",943,3,6,1,88,151,49,"pass"
"4462",864,8,6,0,86,155,37,"pass"
"4463",784,5,3,1,60,99,70,"pass"
"4464",672,4,9,1,92,165,32,"pass"
"4465",509,3,3,1,67,117,70,"pass"
"4466",216,10,9,0,109,165,64,"run"
"4467",161,9,10,0,73,163,42,"pass"
"4468",66,10,9,1,122,217,49,"pass"
"4469",51,8,9,0,118,217,11,"qb_kneel"
"4470",3530,7,0,0,3,0,72,"pass"
"4471",3437,1,0,1,10,0,71,"run"
"4472",3239,8,0,1,10,31,34,"pass"
"4473",3017,5,0,0,7,24,55,"pass"
"4474",2930,11,7,0,21,31,51,"run"
"4475",2836,7,0,0,10,24,63,"pass"
"4476",2788,4,7,1,38,31,74,"run"
"4477",2660,7,7,1,71,47,45,"pass"
"4478",2249,1,0,1,59,33,20,"run"
"4479",2167,11,0,0,59,33,18,"pass"
"4480",2022,25,14,0,102,66,72,"pass"
"4481",1920,7,3,0,68,51,52,"run"
"4482",1830,6,3,0,74,85,6,"pass"
"4483",1734,1,14,0,98,75,66,"run"
"4484",1639,8,6,1,76,96,77,"pass"
"4485",1350,4,6,0,101,129,4,"run"
"4486",1028,2,14,0,146,92,2,"run"
"4487",817,8,17,1,158,100,8,"pass"
"4488",732,15,12,0,108,134,80,"pass"
"4489",648,11,24,0,157,104,65,"pass"
"4490",513,14,12,0,108,163,33,"pass"
"4491",420,1,24,1,166,129,49,"pass"
"4492",306,3,24,0,169,134,17,"run"
"4493",207,20,12,0,108,190,70,"pass"
"4494",164,19,27,0,172,134,50,"run"
"4495",144,10,12,0,108,190,95,"pass"
"4496",78,17,29,0,169,134,82,"qb_kneel"
"4497",3363,7,0,1,3,13,70,"pass"
"4498",3093,8,7,1,10,96,53,"pass"
"4499",2893,1,7,1,26,124,9,"pass"
"4500",2790,5,6,0,16,51,79,"run"
"4501",2707,7,20,0,29,130,20,"pass"
"4502",2618,1,6,1,27,51,77,"run"
"4503",2448,2,6,0,38,63,52,"pass"
"4504",2165,5,20,0,41,175,24,"pass"
"4505",2034,2,6,1,46,83,61,"pass"
"4506",1962,12,6,0,46,100,43,"pass"
"4507",1847,6,23,0,58,178,45,"pass"
"4508",1820,15,6,0,46,100,89,"pass"
"4509",1652,6,6,0,85,131,17,"run"
"4510",1646,1,6,1,91,131,12,"run"
"4511",1526,2,23,1,61,208,67,"pass"
"4512",1372,4,23,0,60,220,47,"pass"
"4513",1238,4,14,0,103,145,77,"pass"
"4514",1116,3,23,1,63,250,16,"pass"
"4515",1013,5,14,1,108,168,55,"pass"
"4516",906,1,14,1,121,168,38,"run"
"4517",858,12,14,0,121,171,36,"pass"
"4518",725,5,29,0,63,268,43,"pass"
"4519",450,5,14,0,140,231,10,"pass"
"4520",317,1,29,1,109,268,79,"run"
"4521",179,10,29,0,109,268,42,"pass"
"4522",151,4,14,0,140,255,70,"pass"
"4523",75,1,14,1,140,274,51,"pass"
"4524",3496,9,0,0,5,17,58,"run"
"4525",3263,6,0,1,10,31,56,"pass"
"4526",3180,11,0,1,9,49,47,"pass"
"4527",3095,11,0,0,8,57,30,"pass"
"4528",2990,11,0,0,5,26,76,"pass"
"4529",2955,10,3,0,12,57,55,"run"
"4530",2847,1,0,1,15,26,82,"run"
